ID	UniProtKB	KEGG ID	KO Number	GO terms	
HVAEP1.T000305.1	Q15291	RBBP5_HUMAN	hsa:5929;		histone methyltransferase complex [GO:0035097]; MLL1 complex [GO:0071339]; MLL1/2 complex [GO:0044665]; MLL3/4 complex [GO:0044666]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; Set1C/COMPASS complex [GO:0048188]; histone binding [GO:0042393]; transcription cis-regulatory region binding [GO:0000976]; cellular response to DNA damage stimulus [GO:0006974]; histone H3-K4 methylation [GO:0051568]; response to estrogen [GO:0043627]; transcription initiation-coupled chromatin remodeling [GO:0045815]
HVAEP1.T000306.1	Q15291	RBBP5_HUMAN	hsa:5929;		histone methyltransferase complex [GO:0035097]; MLL1 complex [GO:0071339]; MLL1/2 complex [GO:0044665]; MLL3/4 complex [GO:0044666]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; Set1C/COMPASS complex [GO:0048188]; histone binding [GO:0042393]; transcription cis-regulatory region binding [GO:0000976]; cellular response to DNA damage stimulus [GO:0006974]; histone H3-K4 methylation [GO:0051568]; response to estrogen [GO:0043627]; transcription initiation-coupled chromatin remodeling [GO:0045815]
HVAEP1.T000331.1	P41435	IAP1_NPVAC	vg:1403859;		metal ion binding [GO:0046872]; modulation by virus of host apoptotic process [GO:0039526]
HVAEP1.T000338.2	Q92851	CASPA_HUMAN	hsa:843;		CD95 death-inducing signaling complex [GO:0031265]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; ripoptosome [GO:0097342]; cysteine-type endopeptidase activity [GO:0004197]; cysteine-type endopeptidase activity involved in apoptotic process [GO:0097153]; cysteine-type endopeptidase activity involved in apoptotic signaling pathway [GO:0097199]; cysteine-type endopeptidase activity involved in execution phase of apoptosis [GO:0097200]; death effector domain binding [GO:0035877]; ubiquitin protein ligase binding [GO:0031625]; activation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0006919]; apoptotic process [GO:0006915]; positive regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043123]; proteolysis [GO:0006508]; regulation of apoptotic process [GO:0042981]
HVAEP1.T000340.1	P12258	HOBOT_DROME			nucleus [GO:0005634]; DNA binding [GO:0003677]; metal ion binding [GO:0046872]; protein dimerization activity [GO:0046983]; DNA integration [GO:0015074]; DNA recombination [GO:0006310]
HVAEP1.T000368.1	P97864	CASP7_MOUSE	mmu:12369;		caspase complex [GO:0008303]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular space [GO:0005615]; intracellular membrane-bounded organelle [GO:0043231]; nucleus [GO:0005634]; aspartic-type endopeptidase activity [GO:0004190]; cysteine-type endopeptidase activity [GO:0004197]; cysteine-type endopeptidase activity involved in apoptotic process [GO:0097153]; cysteine-type endopeptidase activity involved in execution phase of apoptosis [GO:0097200]; cysteine-type peptidase activity [GO:0008234]; peptidase activity [GO:0008233]; RNA binding [GO:0003723]; apoptotic process [GO:0006915]; cellular response to staurosporine [GO:0072734]; defense response to bacterium [GO:0042742]; execution phase of apoptosis [GO:0097194]; extrinsic apoptotic signaling pathway [GO:0097191]; fibroblast apoptotic process [GO:0044346]; heart development [GO:0007507]; inflammatory response [GO:0006954]; intracellular signal transduction [GO:0035556]; intrinsic apoptotic signaling pathway [GO:0097193]; lymphocyte apoptotic process [GO:0070227]; neuron apoptotic process [GO:0051402]; positive regulation of apoptotic process [GO:0043065]; positive regulation of plasma membrane repair [GO:1905686]; protein catabolic process [GO:0030163]; protein processing [GO:0016485]; proteolysis [GO:0006508]; response to UV [GO:0009411]
HVAEP1.T000386.1	P55210	CASP7_HUMAN	hsa:840;		caspase complex [GO:0008303]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular space [GO:0005615]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; aspartic-type endopeptidase activity [GO:0004190]; cysteine-type endopeptidase activity [GO:0004197]; cysteine-type endopeptidase activity involved in apoptotic process [GO:0097153]; cysteine-type endopeptidase activity involved in execution phase of apoptosis [GO:0097200]; cysteine-type peptidase activity [GO:0008234]; peptidase activity [GO:0008233]; RNA binding [GO:0003723]; apoptotic process [GO:0006915]; cellular response to staurosporine [GO:0072734]; defense response to bacterium [GO:0042742]; execution phase of apoptosis [GO:0097194]; extrinsic apoptotic signaling pathway [GO:0097191]; fibroblast apoptotic process [GO:0044346]; heart development [GO:0007507]; inflammatory response [GO:0006954]; intracellular signal transduction [GO:0035556]; intrinsic apoptotic signaling pathway [GO:0097193]; lymphocyte apoptotic process [GO:0070227]; neuron apoptotic process [GO:0051402]; positive regulation of apoptotic process [GO:0043065]; positive regulation of plasma membrane repair [GO:1905686]; protein processing [GO:0016485]; proteolysis [GO:0006508]; response to UV [GO:0009411]
HVAEP1.T000390.2	Q4R3D6	ZMYM5_MACFA	mcf:101867372;		nucleus [GO:0005634]; zinc ion binding [GO:0008270]
HVAEP1.T000397.1	Q4VGL6	RC3H1_MOUSE	mmu:381305;		cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; P-body [GO:0000932]; CCR4-NOT complex binding [GO:1905762]; double-stranded RNA binding [GO:0003725]; miRNA binding [GO:0035198]; mRNA 3'-UTR binding [GO:0003730]; mRNA binding [GO:0003729]; RNA stem-loop binding [GO:0035613]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]; 3'-UTR-mediated mRNA destabilization [GO:0061158]; B cell homeostasis [GO:0001782]; cellular response to interleukin-1 [GO:0071347]; lymph node development [GO:0048535]; negative regulation of activated T cell proliferation [GO:0046007]; negative regulation of B cell proliferation [GO:0030889]; negative regulation of germinal center formation [GO:0002635]; negative regulation of T-helper 17 cell differentiation [GO:2000320]; negative regulation of T-helper cell differentiation [GO:0045623]; nuclear-transcribed mRNA catabolic process [GO:0000956]; nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:0000288]; P-body assembly [GO:0033962]; positive regulation of mRNA catabolic process [GO:0061014]; positive regulation of NIK/NF-kappaB signaling [GO:1901224]; post-transcriptional regulation of gene expression [GO:0010608]; protein polyubiquitination [GO:0000209]; regulation of gene expression [GO:0010468]; regulation of germinal center formation [GO:0002634]; regulation of miRNA metabolic process [GO:2000628]; regulation of mRNA stability [GO:0043488]; regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:1900151]; regulation of T cell receptor signaling pathway [GO:0050856]; spleen development [GO:0048536]; T cell homeostasis [GO:0043029]; T cell proliferation [GO:0042098]; T cell receptor signaling pathway [GO:0050852]; T follicular helper cell differentiation [GO:0061470]; ubiquitin-dependent protein catabolic process [GO:0006511]
HVAEP1.T000408.1	O42342	SOX7_XENLA	xla:378665;		nucleus [GO:0005634]; sequence-specific DNA binding [GO:0043565]; transcription cis-regulatory region binding [GO:0000976]; cell differentiation [GO:0030154]; endoderm formation [GO:0001706]; heart development [GO:0007507]; negative regulation of Wnt signaling pathway [GO:0030178]; positive regulation of transcription by RNA polymerase II [GO:0045944]; pronephros development [GO:0048793]
HVAEP1.T000410.1	Q4VGL6	RC3H1_MOUSE	mmu:381305;		cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; P-body [GO:0000932]; CCR4-NOT complex binding [GO:1905762]; double-stranded RNA binding [GO:0003725]; miRNA binding [GO:0035198]; mRNA 3'-UTR binding [GO:0003730]; mRNA binding [GO:0003729]; RNA stem-loop binding [GO:0035613]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]; 3'-UTR-mediated mRNA destabilization [GO:0061158]; B cell homeostasis [GO:0001782]; cellular response to interleukin-1 [GO:0071347]; lymph node development [GO:0048535]; negative regulation of activated T cell proliferation [GO:0046007]; negative regulation of B cell proliferation [GO:0030889]; negative regulation of germinal center formation [GO:0002635]; negative regulation of T-helper 17 cell differentiation [GO:2000320]; negative regulation of T-helper cell differentiation [GO:0045623]; nuclear-transcribed mRNA catabolic process [GO:0000956]; nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:0000288]; P-body assembly [GO:0033962]; positive regulation of mRNA catabolic process [GO:0061014]; positive regulation of NIK/NF-kappaB signaling [GO:1901224]; post-transcriptional regulation of gene expression [GO:0010608]; protein polyubiquitination [GO:0000209]; regulation of gene expression [GO:0010468]; regulation of germinal center formation [GO:0002634]; regulation of miRNA metabolic process [GO:2000628]; regulation of mRNA stability [GO:0043488]; regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:1900151]; regulation of T cell receptor signaling pathway [GO:0050856]; spleen development [GO:0048536]; T cell homeostasis [GO:0043029]; T cell proliferation [GO:0042098]; T cell receptor signaling pathway [GO:0050852]; T follicular helper cell differentiation [GO:0061470]; ubiquitin-dependent protein catabolic process [GO:0006511]
HVAEP1.T000423.1	P12258	HOBOT_DROME			nucleus [GO:0005634]; DNA binding [GO:0003677]; metal ion binding [GO:0046872]; protein dimerization activity [GO:0046983]; DNA integration [GO:0015074]; DNA recombination [GO:0006310]
HVAEP1.T000424.1	Q80WQ9	ZBED4_MOUSE	mmu:223773;		cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; photoreceptor inner segment [GO:0001917]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; protein dimerization activity [GO:0046983]; RNA binding [GO:0003723]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]; transcription cis-regulatory region binding [GO:0000976]; positive regulation of transcription by RNA polymerase II [GO:0045944]
HVAEP1.T000426.2	Q32PI5	2AAA_BOVIN	bta:535321;		chromosome, centromeric region [GO:0000775]; cytoplasm [GO:0005737]; dendrite [GO:0030425]; lateral plasma membrane [GO:0016328]; nucleus [GO:0005634]; protein phosphatase regulator activity [GO:0019888]; chromosome segregation [GO:0007059]; protein-containing complex assembly [GO:0065003]
HVAEP1.T000428.1	Q6NUC6	RC3H1_XENLA	xla:414495;		cytoplasmic stress granule [GO:0010494]; P-body [GO:0000932]; double-stranded RNA binding [GO:0003725]; metal ion binding [GO:0046872]; mRNA 3'-UTR binding [GO:0003730]; RNA stem-loop binding [GO:0035613]; ubiquitin-protein transferase activity [GO:0004842]; 3'-UTR-mediated mRNA destabilization [GO:0061158]; cellular response to interleukin-1 [GO:0071347]; nuclear-transcribed mRNA catabolic process [GO:0000956]; nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:0000288]; positive regulation of mRNA catabolic process [GO:0061014]; post-transcriptional regulation of gene expression [GO:0010608]; protein polyubiquitination [GO:0000209]; regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:1900151]; regulation of T cell proliferation [GO:0042129]
HVAEP1.T000431.1	Q55DU7	GDT4_DICDI	ddi:DDB_G0270550;		membrane [GO:0016020]; ATP binding [GO:0005524]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein phosphorylation [GO:0006468]; regulation of developmental process [GO:0050793]
HVAEP1.T000435.1	Q6GPD0	RHG32_XENLA	xla:444120;		cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; GTPase activator activity [GO:0005096]; phosphatidylinositol phosphate binding [GO:1901981]; signal transduction [GO:0007165]
HVAEP1.T000436.1	Q9VIS1	CDGAP_DROME	dme:Dmel_CG10538;		GTPase activator activity [GO:0005096]; retinal ganglion cell axon guidance [GO:0031290]; small GTPase mediated signal transduction [GO:0007264]
HVAEP1.T000443.1	Q95SX7	RTBS_DROME			RNA-directed DNA polymerase activity [GO:0003964]; transposition, DNA-mediated [GO:0006313]
HVAEP1.T000451.1	Q32PI5	2AAA_BOVIN	bta:535321;		chromosome, centromeric region [GO:0000775]; cytoplasm [GO:0005737]; dendrite [GO:0030425]; lateral plasma membrane [GO:0016328]; nucleus [GO:0005634]; protein phosphatase regulator activity [GO:0019888]; chromosome segregation [GO:0007059]; protein-containing complex assembly [GO:0065003]
HVAEP1.T000453.1	P0C090	RC3H2_MOUSE	mmu:319817;		cell surface [GO:0009986]; cytoplasmic stress granule [GO:0010494]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; P-body [GO:0000932]; DNA binding [GO:0003677]; double-stranded RNA binding [GO:0003725]; metal ion binding [GO:0046872]; mRNA binding [GO:0003729]; RNA stem-loop binding [GO:0035613]; ubiquitin protein ligase activity [GO:0061630]; B cell homeostasis [GO:0001782]; limb development [GO:0060173]; lung alveolus development [GO:0048286]; lymph node development [GO:0048535]; multicellular organism growth [GO:0035264]; negative regulation of T-helper 17 cell differentiation [GO:2000320]; nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:0000288]; positive regulation of NIK/NF-kappaB signaling [GO:1901224]; post-embryonic development [GO:0009791]; post-transcriptional regulation of gene expression [GO:0010608]; protein polyubiquitination [GO:0000209]; regulation of gene expression [GO:0010468]; regulation of miRNA metabolic process [GO:2000628]; spleen development [GO:0048536]; T cell homeostasis [GO:0043029]; T cell proliferation [GO:0042098]; T cell receptor signaling pathway [GO:0050852]; T follicular helper cell differentiation [GO:0061470]; ubiquitin-dependent protein catabolic process [GO:0006511]
HVAEP1.T000457.1	Q6GPD0	RHG32_XENLA	xla:444120;		cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; GTPase activator activity [GO:0005096]; phosphatidylinositol phosphate binding [GO:1901981]; signal transduction [GO:0007165]
HVAEP1.T000459.1	P10039	TENA_CHICK			collagen-containing extracellular matrix [GO:0062023]; extracellular space [GO:0005615]; signaling receptor binding [GO:0005102]; cell adhesion [GO:0007155]; regulation of cell population proliferation [GO:0042127]
HVAEP1.T000461.1	Q28IE5	NIT2_XENTR	xtr:549387;		cytoplasm [GO:0005737]; 2-oxoglutaramate amidase activity [GO:0106008]; omega-amidase activity [GO:0050152]; asparagine metabolic process [GO:0006528]; glutamine metabolic process [GO:0006541]; oxaloacetate metabolic process [GO:0006107]
HVAEP1.T000463.1	P34528	YM67_CAEEL	cel:CELE_K12H4.7;		dipeptidyl-peptidase activity [GO:0008239]; serine-type peptidase activity [GO:0008236]; innate immune response [GO:0045087]; proteolysis [GO:0006508]
HVAEP1.T000464.1	E7F6D7	ZDHC6_DANRE	dre:324468;		endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; Golgi apparatus [GO:0005794]; protein-cysteine S-palmitoyltransferase activity [GO:0019706]; protein-cysteine S-stearoyltransferase activity [GO:0140439]; peptidyl-L-cysteine S-palmitoylation [GO:0018230]; protein targeting to membrane [GO:0006612]
HVAEP1.T000474.1	P10272	POL_BAEVM	vg:22318531;		host cell late endosome membrane [GO:0044185]; host cell plasma membrane [GO:0020002]; host multivesicular body [GO:0072494]; membrane [GO:0016020]; viral nucleocapsid [GO:0019013]; aspartic-type endopeptidase activity [GO:0004190]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; RNA binding [GO:0003723]; RNA-directed DNA polymerase activity [GO:0003964]; RNA-DNA hybrid ribonuclease activity [GO:0004523]; structural constituent of virion [GO:0039660]; zinc ion binding [GO:0008270]; DNA integration [GO:0015074]; DNA recombination [GO:0006310]; establishment of integrated proviral latency [GO:0075713]; proteolysis [GO:0006508]; viral entry into host cell [GO:0046718]; viral genome integration into host DNA [GO:0044826]; virion assembly [GO:0019068]
HVAEP1.T000475.1	Q15291	RBBP5_HUMAN	hsa:5929;		histone methyltransferase complex [GO:0035097]; MLL1 complex [GO:0071339]; MLL1/2 complex [GO:0044665]; MLL3/4 complex [GO:0044666]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; Set1C/COMPASS complex [GO:0048188]; histone binding [GO:0042393]; transcription cis-regulatory region binding [GO:0000976]; cellular response to DNA damage stimulus [GO:0006974]; histone H3-K4 methylation [GO:0051568]; response to estrogen [GO:0043627]; transcription initiation-coupled chromatin remodeling [GO:0045815]
HVAEP1.T000476.1	A2AWP0	BIRC7_MOUSE	mmu:329581;		centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; cysteine-type endopeptidase inhibitor activity involved in apoptotic process [GO:0043027]; metal ion binding [GO:0046872]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]; lens development in camera-type eye [GO:0002088]; negative regulation of apoptotic process [GO:0043066]; negative regulation of tumor necrosis factor-mediated signaling pathway [GO:0010804]; positive regulation of JNK cascade [GO:0046330]; positive regulation of protein ubiquitination [GO:0031398]; protein ubiquitination [GO:0016567]; regulation of apoptotic process [GO:0042981]; regulation of cell cycle [GO:0051726]; regulation of cell population proliferation [GO:0042127]; regulation of natural killer cell apoptotic process [GO:0070247]
